P,S,Q,PF
1.71144,3.78173,3.37231,1.#QNAN
1.80278,4.48796,4.10995,1.#QNAN
1.71663,4.40457,4.05628,1.#QNAN
1.55224,5.09954,4.85755,1.#QNAN
1.9197,4.42131,3.98281,1.#QNAN
1.53722,4.01037,3.70405,1.#QNAN
2.02152,5.12646,4.71105,1.#QNAN
1.49788,4.90302,4.66862,1.#QNAN
1.65577,4.53922,4.22645,1.#QNAN
1.56256,4.2995,4.00551,1.#QNAN
1.64622,5.47613,5.22283,1.#QNAN
1.76898,4.74558,4.40354,1.#QNAN
1.79806,4.5986,4.2325,1.#QNAN
1.91009,6.21199,5.91104,1.#QNAN
1.72889,5.25851,4.96617,1.#QNAN
1.8987,4.57018,4.15711,1.#QNAN
1.80732,5.92491,5.64253,1.#QNAN
1.58688,4.73468,4.46083,1.#QNAN
1.91063,4.80646,4.41039,1.#QNAN
1.61415,4.33467,4.02291,1.#QNAN
1.33274,4.52651,4.32587,1.#QNAN
1.59537,5.55048,5.31626,1.#QNAN
1.66315,5.0009,4.71624,1.#QNAN
1.78484,5.37916,5.07442,1.#QNAN
1.6186,4.64808,4.35715,1.#QNAN
1.71123,4.71566,4.39422,1.#QNAN
1.64107,4.28911,3.96274,1.#QNAN
1.73969,5.84207,5.57703,1.#QNAN
1.74257,4.98088,4.66612,1.#QNAN
1.75981,4.6523,4.30662,1.#QNAN
1.6931,5.50692,5.24019,1.#QNAN
