P,S,Q,PF
625.593,646.564,163.334,-0.967566
624.871,645.998,163.859,-0.967295
624.903,646.033,163.874,-0.967293
624.805,646.069,164.391,-0.967086
625.062,646.325,164.418,-0.967102
625.091,646.486,164.937,-0.966907
624.844,646.049,164.161,-0.967178
625.055,646.147,163.747,-0.967356
625.705,646.606,163.074,-0.967675
625.001,646.146,163.946,-0.967275
624.621,645.541,163.01,-0.967593
624.658,645.581,163.027,-0.96759
625.236,646.084,162.803,-0.967731
624.889,646.013,163.85,-0.9673
624.389,645.297,162.93,-0.9676
623.89,644.95,163.468,-0.967346
624.857,645.835,163.268,-0.967518
624.606,645.728,163.804,-0.96729
624.789,645.911,163.831,-0.967298
624.519,645.665,163.885,-0.96725
625.047,645.945,162.975,-0.967648
625.265,646.259,163.386,-0.967514
624.866,645.898,163.482,-0.967438
624.777,645.709,163.075,-0.967583
625.261,646.212,163.213,-0.967579
625.242,646.391,163.993,-0.967281
625.217,646.249,163.531,-0.967454
625.243,646.201,163.239,-0.967567
626.657,647.547,163.15,-0.96774
628.032,648.984,163.573,-0.967716
629.25,650.329,164.231,-0.967588
630.582,651.595,164.145,-0.96775
631.487,652.503,164.27,-0.967792
632.027,652.792,163.335,-0.968192
631.923,652.833,163.906,-0.967969
631.702,652.69,164.187,-0.967843
630.936,651.888,163.943,-0.96786
630.633,651.66,164.203,-0.967733
630.994,651.92,163.848,-0.967901
631.155,652.347,164.923,-0.967515
631.246,652.387,164.736,-0.967594
631.176,652.363,164.909,-0.967522
630.99,652.249,165.165,-0.967408
631.925,653.032,164.685,-0.967679
631.4,652.677,165.29,-0.967401
630.862,652.187,165.412,-0.967302
630.318,651.631,165.292,-0.967294
630.513,651.785,165.158,-0.967364
630.794,652.056,165.155,-0.967392
630.869,652.391,166.186,-0.967011
630.348,651.713,165.506,-0.967216
630.255,651.708,165.837,-0.967082
630.942,652.417,166.014,-0.967083
630.916,652.561,166.675,-0.966831
631.306,653.08,167.234,-0.966658
630.629,652.285,166.684,-0.966799
630.73,652.399,166.745,-0.966786
631.345,652.954,166.591,-0.966906
631.209,653.016,167.348,-0.966605
630.934,652.621,166.843,-0.966769
630.623,652.076,165.886,-0.9671
630.388,652.055,166.692,-0.966772
630.49,652.054,166.303,-0.966929
630.497,652.295,167.219,-0.966583
630.28,651.924,166.591,-0.966799
629.981,651.549,166.254,-0.966897
630.199,651.751,166.218,-0.966932
630.349,651.822,165.928,-0.967057
630.175,651.832,166.625,-0.966776
629.847,651.344,165.957,-0.966996
629.24,650.712,165.781,-0.967002
629.752,651.161,165.602,-0.967121
629.413,650.884,165.8,-0.967012
629.338,650.786,165.698,-0.967043
628.762,650.066,165.059,-0.967227
628.883,650.234,165.261,-0.967163
629.501,650.731,164.86,-0.967376
629.418,650.892,165.813,-0.967008
629.24,650.729,165.85,-0.966976
629.293,650.608,165.167,-0.96724
628.802,650.09,164.997,-0.967255
629.475,650.7,164.839,-0.967381
628.966,650.483,165.921,-0.966922
628.902,650.159,164.89,-0.967305
628.94,650.253,165.114,-0.967224
629.534,650.662,164.464,-0.967528
629.489,650.725,164.882,-0.967366
629.584,650.907,165.236,-0.967242
628.899,650.113,164.721,-0.967369
628.653,650.185,165.94,-0.966883
628.86,650.22,165.291,-0.967149
628.259,649.888,166.267,-0.966719
628.041,649.479,165.491,-0.966992
627.366,648.796,165.373,-0.966969
627.93,649.41,165.642,-0.966924
627.723,649.126,165.313,-0.967028
627.81,649.293,165.64,-0.966913
627.41,648.648,164.624,-0.967258
627.771,649.106,165.051,-0.967132
628.476,649.765,164.963,-0.967236
628.257,649.689,165.493,-0.967013
628.622,650.049,165.525,-0.967037
627.749,649.057,164.942,-0.967171
627.82,649.063,164.699,-0.96727
627.955,649.25,164.921,-0.9672
627.887,649.213,165.032,-0.967151
627.216,648.488,164.734,-0.967197
627.521,648.794,164.774,-0.967212
628.3,649.615,165.043,-0.967188
629.242,650.803,166.13,-0.96687
628.821,650.175,165.262,-0.967157
628.373,649.841,165.654,-0.966963
628.595,649.928,165.15,-0.967177
628.451,649.721,164.88,-0.967264
628.041,649.553,165.782,-0.966882
627.353,648.708,165.079,-0.96708
627.043,648.353,164.859,-0.967132
627.758,649.008,164.714,-0.967258
627.716,649.177,165.539,-0.966941
627.674,649.109,165.429,-0.966979
626.649,648.093,165.334,-0.966912
628.061,649.368,164.978,-0.967188
628.213,649.649,165.507,-0.967003
628.442,649.856,165.45,-0.967048
628.307,649.659,165.189,-0.967133
628.143,649.522,165.272,-0.967086
628.838,650.144,165.076,-0.967229
628.625,650.29,166.454,-0.966685
628.732,650.431,166.602,-0.966639
628.146,649.734,166.095,-0.966773
628.631,650.103,165.701,-0.966972
628.855,650.281,165.551,-0.967051
629.34,650.895,166.119,-0.966884
628.974,650.451,165.769,-0.96698
628.818,650.355,165.982,-0.966884
629.341,650.69,165.31,-0.96719
629.233,650.94,166.699,-0.966653
628.822,650.425,166.238,-0.966787
628.134,649.646,165.796,-0.966886
628.658,650.094,165.562,-0.967027
629.075,650.517,165.642,-0.967038
629.108,650.841,166.786,-0.966607
628.818,650.398,166.152,-0.966819
628.881,650.638,166.849,-0.96656
629.253,650.721,165.768,-0.967008
629.12,650.831,166.701,-0.966641
629.062,650.652,166.219,-0.966818
628.494,649.981,165.743,-0.966942
629.133,650.513,165.407,-0.967133
629.358,650.727,165.39,-0.967162
629.588,651.113,166.032,-0.966942
629.83,651.128,165.172,-0.967291
630.221,651.537,165.296,-0.967282
630.907,652.139,165.05,-0.967443
631.093,652.573,166.053,-0.967084
630.993,652.623,166.627,-0.966857
630.366,651.933,166.3,-0.966918
630.381,651.951,166.313,-0.966915
630.642,652.171,166.186,-0.966989
630.389,652.311,167.688,-0.966393
630.847,652.605,167.109,-0.96666
632.065,653.617,166.461,-0.967026
632.602,654.353,167.31,-0.96676
632.461,654.094,166.828,-0.966927
631.323,653.14,167.402,-0.966597
630.969,652.566,166.495,-0.966904
630.148,651.643,165.992,-0.967013
630.534,651.938,165.682,-0.967168
630.384,651.824,165.806,-0.967106
630.252,651.827,166.314,-0.966901
629.951,651.419,165.857,-0.967044
629.84,651.274,165.709,-0.967089
630.03,651.38,165.4,-0.967224
630.49,651.896,165.682,-0.967164
630.377,651.867,165.998,-0.967033
630.142,651.586,165.787,-0.96709
629.906,651.428,166.063,-0.966962
630.184,651.546,165.471,-0.967213
629.866,651.275,165.616,-0.967127
630.321,651.745,165.73,-0.967129
629.384,650.625,164.889,-0.967353
629.829,650.934,164.41,-0.967577
629.672,650.658,163.919,-0.967746
629.788,650.979,164.743,-0.967448
629.259,650.498,164.865,-0.96735
