P,S,Q,PF
1755.59,1755.93,34.7886,0.999804
1754.53,1754.87,34.5579,0.999806
1756.27,1756.55,31.4245,0.99984
1755.24,1755.55,32.8938,0.999824
1757.22,1757.53,33.0492,0.999823
1759.39,1759.68,31.5911,0.999839
1760.48,1760.74,29.9917,0.999855
1759.45,1759.79,34.3147,0.99981
1759.09,1759.42,34.2126,0.999811
1757.3,1757.66,35.8085,0.999792
1759.08,1759.38,32.8862,0.999825
1759.55,1759.9,35.1817,0.9998
1760.2,1760.49,31.8119,0.999837
1758.69,1758.99,32.5692,0.999829
1756.87,1757.12,29.6311,0.999858
1754.62,1754.95,34.2126,0.99981
1756.7,1757.04,34.3839,0.999809
1758.09,1758.46,36.1421,0.999789
1757.5,1757.87,36.3008,0.999787
1758.58,1758.87,31.9687,0.999835
1754.99,1755.31,33.3579,0.999819
1754.14,1754.42,31.257,0.999841
1748.59,1748.88,31.9766,0.999833
1750.55,1750.89,34.471,0.999806
1753.84,1754.16,33.5373,0.999817
1754.62,1754.96,34.5868,0.999806
1753.96,1754.32,35.433,0.999796
1753.45,1753.76,33.3766,0.999819
1751.3,1751.58,31.5713,0.999838
1745.72,1746,31.5119,0.999837
1747.42,1747.7,31.1569,0.999841
1749.7,1750.1,37.56,0.99977
1751.06,1751.35,32.1092,0.999832
1751.92,1752.25,34.1358,0.99981
1752.47,1752.83,35.4436,0.999796
1752.29,1752.63,34.3511,0.999808
1752.67,1752.99,33.5373,0.999817
1753.46,1753.69,28.271,0.99987
1755.14,1755.37,28.6182,0.999867
1754.31,1754.65,34.6446,0.999805
1754.09,1754.46,35.8678,0.999791
1755.73,1756.07,34.3475,0.999809
1753.9,1754.27,35.6826,0.999793
1753.23,1753.5,30.9435,0.999844
1753.29,1753.64,35.1959,0.999799
1752.95,1753.25,32.6075,0.999827
1755.45,1755.73,31.4603,0.999839
1755.97,1756.23,30.459,0.99985
1754.57,1754.88,32.8824,0.999824
1755.17,1755.46,32.0117,0.999834
1754.28,1754.57,32.0858,0.999833
1755.96,1756.33,36.0208,0.99979
1756.89,1757.23,34.7815,0.999804
1758.49,1758.76,30.7409,0.999847
1759.44,1759.81,35.8957,0.999792
1759.21,1759.5,31.6346,0.999838
1759.21,1759.51,32.3883,0.999831
1758.45,1758.77,33.8489,0.999815
1756.81,1757.06,29.9124,0.999855
1756.55,1756.86,32.9204,0.999824
1755.67,1755.99,33.4253,0.999819
1755.42,1755.71,31.7884,0.999836
1755.82,1756.16,34.7599,0.999804
1755.13,1755.42,31.4563,0.999839
1755.18,1755.52,34.9034,0.999802
1754.95,1755.33,36.5787,0.999783
1754.34,1754.69,35.373,0.999797
1754.6,1754.96,35.3624,0.999797
1753.87,1754.22,35.3023,0.999798
1753.55,1753.82,30.6472,0.999847
1753.53,1753.84,32.7567,0.999826
1753.89,1754.23,34.4129,0.999808
1754.24,1754.57,33.7565,0.999815
1077.58,1384.06,868.591,0.778564
1.43559,5.22893,5.028,1.#QNAN
1.55003,6.23484,6.0391,1.#QNAN
1.64816,4.95761,4.67563,1.#QNAN
1.73517,4.77199,4.44534,1.#QNAN
1.42135,5.15614,4.95636,1.#QNAN
1.94746,4.71695,4.29616,1.#QNAN
2.0672,5.2322,4.80652,1.#QNAN
1.50539,4.41337,4.14869,1.#QNAN
1.79538,4.6073,4.2431,1.#QNAN
